T,Patents,,,,,
860,Uzbekistan,1995,Grants of patents (number),"1,233",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2005,Grants of patents (number),407,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2010,Grants of patents (number),192,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2019,Grants of patents (number),378,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2020,Grants of patents (number),278,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2021,Grants of patents (number),298,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2005,Patents in force (number),"1,263",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2010,Patents in force (number),"1,253",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2019,Patents in force (number),"1,161",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2020,Patents in force (number),"1,159",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2021,Patents in force (number),"1,217",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),1985,Resident patent filings (per million population),13,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2005,Resident patent filings (per million population),5,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2010,Resident patent filings (per million population),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),1985,Grants of patents (number),351,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2019,Grants of patents (number),81,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2020,Grants of patents (number),58,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2021,Patents in force (number),212,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2005,Resident patent filings (per million population),2,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2010,Resident patent filings (per million population),4,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2019,Resident patent filings (per million population),8,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2020,Resident patent filings (per million population),11,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2021,Resident patent filings (per million population),11,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,1995,Grants of patents (number),56,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2005,Grants of patents (number),668,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2010,Grants of patents (number),822,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2019,Grants of patents (number),"2,620",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2020,Grants of patents (number),"4,319",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2021,Grants of patents (number),"3,691",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2010,Patents in force (number),"9,103",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2019,Patents in force (number),"18,575",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2020,Patents in force (number),"12,625",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
704,Viet Nam,2021,Patents in force (number),"14,444",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
887,Yemen,2005,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
887,Yemen,2010,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
887,Yemen,2019,Resident patent filings (per million population),2,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
887,Yemen,2020,Resident patent filings (per million population),2,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
887,Yemen,2021,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
887,Yemen,2019,Grants of patents (number),13,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
887,Yemen,2020,Grants of patents (number),19,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
887,Yemen,2021,Grants of patents (number),4,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
887,Yemen,2019,Patents in force (number),76,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,2020,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,1985,Grants of patents (number),74,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,1995,Grants of patents (number),43,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,2005,Grants of patents (number),14,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,2010,Grants of patents (number),12,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,2019,Grants of patents (number),9,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,2020,Grants of patents (number),9,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,2005,Patents in force (number),"2,695",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,2010,Patents in force (number),"3,858",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,2019,Patents in force (number),"7,726",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
894,Zambia,2020,Patents in force (number),"7,735",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
716,Zimbabwe,1985,Resident patent filings (per million population),4,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
716,Zimbabwe,1995,Resident patent filings (per million population),5,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
