T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
724,Spain,2020,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
724,Spain,2021,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
724,Spain,2022,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,1995,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,54.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2005,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,102.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2010,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,111.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2015,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,144.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2019,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,181.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2020,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,186.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2021,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,200.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,1995,Exchange rates: period average (national currency per US dollar),,,51.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2005,Exchange rates: period average (national currency per US dollar),,,100.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2010,Exchange rates: period average (national currency per US dollar),,,113.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2015,Exchange rates: period average (national currency per US dollar),,,135.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2019,Exchange rates: period average (national currency per US dollar),,,178.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2020,Exchange rates: period average (national currency per US dollar),,,185.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
144,Sri Lanka,2021,Exchange rates: period average (national currency per US dollar),,,198.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
729,Sudan,1995,Exchange rates: end of period (national currency per US dollar),Sudanese Pound (SDG),,0.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
729,Sudan,2005,Exchange rates: end of period (national currency per US dollar),Sudanese Pound (SDG),,2.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
